Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
76,2,600,297,1,1265,5,2,2,2,0
31,2,800,455,2,2092,0,1,1,1,2
34,1,432,350,1,727,5,2,2,2,0
14,2,914,455,2,31,1,1,1,2,2
26,2,850,455,2,862,0,1,1,3,2
75,1,250,458,1,139,2,0,0,1,0
73,3,200,267,1,1847,2,2,0,3,0
9,3,1800,349,2,2154,0,1,1,3,2
18,2,800,455,1,2202,4,2,1,2,2
51,2,894,270,1,98,0,2,0,2,2
61,2,800,348,2,978,1,1,1,2,2
20,6,3400,455,2,1656,3,2,1,7,2
45,2,900,270,1,680,3,1,1,1,2
73,2,800,16,2,2234,0,2,1,2,2
14,2,60,271,2,673,3,2,1,2,2
77,3,2064,48,2,1436,1,1,2,4,2
7,2,850,455,2,100,1,2,1,2,2
16,2,1100,447,1,1364,4,2,1,2,2
55,3,1500,198,1,1590,1,1,0,3,0
27,3,1337,250,1,1426,5,1,1,3,0
23,4,2500,10,2,244,0,1,2,4,2
57,3,1800,270,1,592,2,1,1,3,0
22,1,550,67,1,1380,5,0,0,2,0
68,3,1800,271,1,1946,1,2,0,3,0
46,4,2880,324,1,1127,5,2,0,5,0
70,2,900,270,1,27,2,2,1,1,2
27,2,700,10,1,506,0,1,1,2,2
22,3,1450,447,2,57,4,2,2,2,2
70,2,1000,457,2,1135,0,1,1,2,2
30,5,200,192,1,1731,2,2,0,5,0
75,1,450,433,1,1666,5,2,2,2,0
40,3,1530,426,1,1464,1,1,1,3,2
52,1,850,198,2,1502,2,1,0,1,2
6,1,400,202,1,676,0,1,0,1,2
22,2,700,14,2,530,2,1,1,1,2
29,2,1000,196,1,1047,2,1,1,2,2
75,2,700,14,2,1984,1,2,1,1,2
71,2,1000,447,2,1524,1,2,1,2,2
51,3,80,267,1,1568,1,1,1,2,2
28,1,140,196,2,1185,3,2,1,1,2
70,3,2110,270,1,1676,0,2,0,3,0
33,2,1000,447,2,747,0,1,1,3,2
39,3,1500,201,1,1025,3,1,0,3,2
37,3,1600,273,2,1619,3,0,1,3,2
69,2,800,350,1,218,5,0,1,2,0
55,2,1000,192,2,590,3,1,1,2,2
59,1,550,273,1,1223,0,1,1,1,0
6,2,900,267,1,85,2,1,0,2,2
17,2,450,14,2,525,4,2,1,1,0
20,1,450,196,2,1306,1,2,1,1,2
75,2,800,17,1,225,5,0,1,2,0
59,1,350,14,2,1004,1,1,1,1,2
19,2,1100,17,2,864,0,2,1,2,2
51,2,575,316,1,1930,5,1,1,2,0
27,3,1350,459,2,878,0,0,1,2,2
26,2,1040,19,1,1792,0,1,1,2,0
7,2,900,196,2,1530,2,1,1,1,2
62,1,700,121,2,1109,5,0,1,1,0
31,1,650,10,2,343,0,2,1,1,2
75,2,900,16,1,1251,1,1,2,2,0
43,3,1250,313,1,1885,3,2,0,2,2
47,3,3500,10,2,1758,4,1,1,2,2
8,3,100,10,1,88,1,2,1,2,2
20,2,1200,14,2,1475,1,0,1,2,2
68,2,1500,447,2,1544,1,1,1,2,2
49,1,400,457,2,1672,1,2,1,1,2
35,2,400,16,1,2200,2,2,0,1,0
75,3,1800,100,1,590,3,2,1,3,0
33,1,430,349,1,642,5,2,2,1,0
47,3,165,198,1,468,2,1,0,2,2
56,1,450,14,1,1369,2,2,1,1,2
43,1,400,421,2,651,5,0,1,2,2
75,3,1915,413,2,145,5,1,2,4,0
62,2,850,355,1,39,5,0,1,2,0
39,2,1100,17,1,2153,0,1,0,2,2
43,1,455,200,1,1303,0,1,1,1,0
34,3,2000,455,2,260,4,1,1,2,2
55,1,400,192,1,2234,0,1,1,1,2
59,1,400,270,2,399,0,2,1,1,2
76,1,400,312,1,570,5,2,1,1,0
75,2,550,397,1,14,5,1,0,2,0
48,3,970,14,1,1491,5,0,1,2,2
61,1,450,271,2,1145,3,2,1,1,2
69,2,1400,270,2,495,2,2,0,1,2
27,2,800,14,2,1647,0,2,1,2,2
62,3,1100,299,1,388,5,1,1,3,0
42,3,1000,371,1,1715,5,0,1,3,0
23,1,600,198,2,260,4,0,1,1,2
50,3,1500,14,1,2058,2,1,0,3,0
69,2,1125,455,2,1049,2,0,1,2,2
13,1,600,14,2,1030,0,2,1,1,2
56,1,350,198,1,1102,2,1,1,1,0
75,2,670,145,1,388,5,2,1,2,0
35,3,1600,198,1,2061,2,1,0,2,0
49,3,950,187,1,1905,5,2,1,3,0
13,2,120,16,2,531,2,1,1,2,2
35,3,2000,259,1,81,1,1,0,3,0
79,3,1500,451,1,1544,1,1,1,3,0
43,2,1300,271,2,848,0,1,1,2,2
28,2,1150,198,2,1625,1,0,1,2,2
54,1,500,404,1,1242,5,0,1,2,0
71,2,900,14,2,1575,1,2,1,2,2
67,2,650,312,1,1340,3,2,0,2,2
64,2,1100,17,2,2008,3,1,1,2,2
54,2,1200,447,2,702,4,2,1,1,2
35,2,650,16,2,133,0,2,1,1,2
28,3,1100,1,1,1539,1,2,2,2,2
18,2,1400,447,2,1647,0,0,1,3,2
71,2,90,457,2,91,3,2,1,1,2
69,2,700,238,1,1122,5,1,1,2,0
57,2,950,16,2,1157,4,1,1,2,2
43,2,650,348,1,1972,5,1,2,2,0
62,2,1100,192,1,2050,1,1,0,2,2
53,2,133,10,2,1435,3,1,1,2,2
57,3,950,271,1,1040,2,1,0,2,2
61,2,900,455,2,1270,3,2,1,2,2
63,3,1300,16,1,626,3,0,1,3,2
38,3,800,192,1,1969,4,2,0,2,2
52,3,1600,341,1,222,3,1,0,2,2
24,1,450,198,2,560,0,1,1,1,2
31,1,400,313,2,968,0,1,1,1,2
7,1,600,271,2,1735,0,1,1,1,2
7,2,45,196,2,482,2,2,1,1,2
55,3,950,371,1,281,5,0,1,3,0
22,1,416,172,2,982,0,2,1,1,2
30,2,1000,1,2,1631,4,2,1,1,2
47,3,1095,320,1,1125,5,1,1,3,0
73,2,1300,14,1,393,1,1,0,2,0
27,2,1300,458,2,243,0,1,1,2,2
27,2,850,198,1,261,4,1,2,1,2
62,2,700,10,2,1606,0,2,1,1,2
22,1,500,455,2,1662,4,1,1,2,0
53,1,500,14,1,1339,4,2,0,1,2
79,3,2700,225,1,590,3,0,0,3,0
31,1,305,194,1,947,5,2,1,1,0
42,2,700,455,1,1760,4,2,0,1,0
26,2,650,198,1,394,2,1,1,2,0
59,1,600,14,2,1647,0,1,1,1,2
66,2,880,73,1,2207,5,2,0,2,2
68,2,750,455,1,1759,4,2,1,2,0
62,3,2000,371,1,1786,5,0,1,3,0
24,1,520,270,2,1806,1,1,1,1,2
75,3,1233,106,1,162,5,1,1,4,0
75,4,3115,267,2,748,3,0,1,5,2
7,1,500,14,2,394,2,2,1,1,2
6,1,641,276,2,329,5,2,1,1,2
62,1,325,385,1,2028,5,2,2,1,0
23,2,2800,464,1,1569,1,2,2,2,2
55,1,375,433,1,1705,5,2,1,1,0
49,2,600,270,2,955,3,2,1,2,2
41,3,1742,237,2,590,3,1,2,2,0
46,2,790,428,1,2090,5,2,1,2,0
51,3,900,0,2,1183,3,1,1,3,2
20,2,90,459,2,1820,3,1,1,2,2
22,3,96,200,2,1686,2,2,1,2,2
30,2,600,455,2,1913,1,2,1,2,2
59,1,550,455,2,712,0,1,1,1,2
18,2,80,270,2,534,2,1,1,1,2
30,2,750,198,1,139,2,0,1,2,0
76,1,450,16,1,963,2,1,0,1,0
67,2,990,455,1,709,0,1,1,2,2
28,2,1200,16,2,1746,1,2,1,2,2
56,3,1700,187,1,1464,1,1,1,3,2
51,2,560,10,1,1251,1,1,2,2,2
12,2,60,270,2,310,2,1,1,1,2
68,3,1440,273,1,1174,1,1,1,3,2
76,1,450,404,1,55,5,1,1,1,0
57,2,1325,372,2,590,3,0,1,2,2
77,2,190,1,2,677,3,0,1,2,2
77,2,1200,14,2,559,0,2,1,2,2
37,1,500,455,2,86,1,2,1,1,2
24,2,860,196,2,146,1,1,1,2,2
37,2,1200,455,2,1507,3,1,1,2,2
61,2,720,10,1,1755,1,2,2,2,2
13,2,600,455,2,99,4,1,1,1,2
8,1,500,10,2,1681,0,1,0,1,2
43,1,200,196,2,237,4,2,1,1,2
18,2,200,447,1,460,3,2,0,2,2
49,1,500,14,2,994,3,1,1,1,2
28,3,1270,10,2,1152,1,1,0,2,2
30,2,725,469,1,388,5,2,1,2,0
51,1,800,14,1,1318,0,2,0,1,2
66,2,450,14,2,57,4,2,1,1,2
24,2,600,1,2,123,1,2,1,1,2
76,1,30,17,2,1175,2,0,1,1,2
14,2,886,196,2,1473,1,2,2,2,2
75,3,2290,307,2,1337,3,1,0,3,0
62,2,780,14,1,1303,0,1,1,1,0
72,2,800,267,2,394,2,0,1,2,2
26,1,450,458,1,395,2,2,0,1,0
47,3,2500,312,1,1223,0,1,0,3,0
24,2,1250,201,2,1070,3,2,1,2,2
37,2,1175,347,2,1826,3,2,1,2,2
77,2,850,455,2,1195,1,1,1,2,2
55,4,1500,336,1,267,5,0,1,3,0
67,4,800,447,2,260,4,1,1,3,2
60,3,1450,401,1,1436,1,0,1,3,2
31,1,600,457,2,2041,0,1,1,1,2
57,3,1800,198,1,824,2,1,1,3,0
49,2,1300,455,2,222,3,1,1,2,2
18,3,100,270,2,832,2,0,1,2,2
41,1,225,397,1,148,5,2,2,1,2
13,3,1159,313,2,559,0,2,1,2,2
20,2,850,271,2,228,3,1,1,1,2
75,3,1088,140,1,1932,5,1,1,3,0
25,3,1250,198,1,1946,1,1,0,3,0
31,1,400,14,2,1210,0,2,1,1,2
26,2,700,97,1,1882,5,2,1,2,0
65,3,1800,14,1,1891,2,1,1,3,2
63,1,500,277,2,388,5,2,1,1,0
51,1,480,10,1,1600,4,0,0,2,2
25,2,1000,192,2,1236,0,1,0,2,2
51,2,550,202,1,1757,5,0,2,2,0
77,3,800,457,2,1251,1,1,1,2,2
76,4,1750,439,1,115,5,1,0,4,0
64,2,925,10,1,1378,1,2,0,2,2
54,1,650,14,1,1849,1,2,0,1,2
31,2,480,457,1,2220,4,0,1,2,2
41,3,1950,267,1,1033,0,1,1,3,0
67,2,750,10,1,1251,1,2,0,2,2
39,2,1000,316,2,628,5,1,1,2,2
60,3,1798,383,2,1028,3,1,1,3,0
7,2,750,14,2,561,0,2,1,2,2
7,1,400,10,2,1734,2,2,1,1,2
58,2,550,196,1,1762,4,2,1,1,0
77,2,1000,271,1,1151,3,0,0,2,2
75,2,1150,200,1,1028,3,1,0,2,0
67,3,2000,447,2,1583,1,1,2,2,2
45,1,600,447,1,851,0,1,0,1,2
9,2,850,192,2,1742,3,1,1,2,2
58,2,1020,270,2,775,3,1,1,2,2
33,2,1100,198,1,800,1,2,2,2,2
27,5,3400,200,1,225,5,1,1,5,0
47,2,800,270,2,1975,4,2,1,1,2
56,2,750,407,1,664,5,1,1,2,0
19,1,1200,198,2,964,4,1,1,1,2
41,2,650,479,1,1332,5,1,2,2,0
52,2,586,458,2,566,5,1,1,1,2
75,1,400,275,1,2011,5,0,1,1,0
26,1,430,371,1,302,5,0,1,2,0
59,3,1450,455,2,1667,0,1,1,3,2
75,2,1200,200,1,1028,3,1,0,2,0
57,2,900,270,1,824,2,1,0,2,0
58,4,1600,447,1,1761,4,2,0,2,0
14,1,506,10,2,1475,1,2,1,1,2
68,1,550,457,2,1575,1,2,1,1,2
41,2,900,313,1,899,0,1,0,2,0
22,1,475,159,1,1770,5,2,0,1,0
43,3,1200,14,1,1759,4,1,1,1,2
75,3,1700,358,2,877,3,1,2,3,0
74,3,3000,271,1,2226,3,0,1,2,2
43,2,1100,14,2,1012,0,2,1,2,2
14,2,720,14,2,255,3,2,1,2,2
66,1,275,175,1,2147,5,2,0,1,0
73,2,750,300,1,2038,5,0,1,2,0
71,5,3500,196,1,1648,3,2,1,6,2
55,3,1000,14,1,1540,1,2,0,2,2
77,4,2500,127,1,1849,1,2,1,4,0
69,1,390,458,1,1268,5,1,1,1,0
31,1,600,10,2,322,0,1,1,1,2
20,2,950,196,2,374,3,2,1,2,2
59,1,500,458,2,1233,0,2,1,1,2
47,1,460,203,2,1868,5,2,1,1,2
72,2,1300,192,1,1748,3,2,1,2,2
61,2,850,14,2,1257,3,2,1,2,2
14,2,550,14,2,1524,1,2,0,1,2
76,1,400,196,1,1530,2,2,1,2,0
31,1,400,270,2,1979,0,1,1,1,2
54,3,1305,200,2,332,3,1,1,2,2
78,3,1514,289,1,320,5,1,1,4,0
71,2,200,267,1,1573,3,2,2,2,2
43,1,400,270,2,505,0,1,1,1,2
75,2,805,79,1,162,5,1,1,3,0
26,2,1100,455,2,221,4,2,1,2,2
66,2,960,14,2,1041,1,1,2,2,2
33,3,1450,455,2,1152,1,2,1,2,2
68,2,1000,313,2,790,3,0,1,2,2
75,2,1100,458,2,1345,1,1,1,2,2
19,2,110,10,1,1594,0,1,1,1,2
14,2,200,1,1,2210,3,2,0,2,2
39,3,1200,198,2,265,4,0,1,1,2
76,1,455,198,1,1303,0,1,1,1,0
13,1,450,17,2,1502,2,0,1,1,2
24,2,1000,398,1,2029,5,0,1,2,0
28,2,850,196,2,2118,1,1,1,2,2
31,1,450,196,1,1174,1,1,1,1,2
65,2,1200,447,2,316,3,2,1,2,2
44,3,1000,455,1,2223,4,0,1,2,2
62,3,1076,443,1,1123,5,1,1,2,0
19,3,2200,457,2,472,2,2,1,3,0
13,2,110,455,2,959,2,1,1,1,2
13,2,800,447,2,1487,0,2,1,2,2
69,3,1872,17,2,660,2,1,1,3,0
15,2,1450,201,2,1885,3,1,1,2,2
67,3,1700,10,2,1483,4,1,1,2,2
67,3,1500,466,2,71,3,1,2,3,2
35,2,1200,455,2,1647,0,2,1,2,2
57,1,550,196,1,1134,1,2,0,1,2
51,2,900,447,2,1494,4,2,0,1,2
63,3,2000,474,1,582,5,0,2,3,0
61,3,930,203,2,978,1,1,2,2,2
35,2,1333,198,2,1288,0,2,0,2,2
41,2,1200,455,2,1649,1,1,1,2,2
41,1,550,447,1,956,1,2,1,1,2
73,2,1800,10,1,1360,2,2,0,1,2
28,3,1435,336,2,1418,1,0,1,3,2
38,2,850,192,2,100,1,2,1,2,2
53,2,1100,16,2,496,3,2,1,2,2
43,2,1000,270,2,322,0,1,1,2,2
59,3,1800,313,1,1277,3,1,1,3,0
10,2,980,267,2,1523,1,2,1,2,2
8,2,800,467,1,924,1,2,1,2,2
71,2,1210,271,2,1801,3,2,1,2,2
31,1,1050,196,1,228,3,0,0,1,0
47,2,700,10,2,268,4,2,1,2,2
79,3,1400,271,1,1343,1,1,1,3,0
70,3,1350,67,1,160,5,1,0,4,0
73,2,1000,196,2,902,2,0,1,2,2
75,2,610,198,1,950,1,0,1,1,0
37,2,800,10,1,31,1,2,1,2,2
74,3,1800,10,1,1435,3,1,2,3,2
62,3,950,109,1,777,5,2,1,3,0
28,2,1150,17,2,1145,3,0,1,2,2
31,2,976,14,2,843,0,1,1,1,2
14,2,1400,458,2,1412,3,2,1,2,2
13,3,250,10,2,1240,2,1,1,2,2
75,2,950,17,2,1235,3,2,1,2,2
76,2,620,259,1,466,5,1,2,2,0
29,1,550,16,2,446,2,1,1,1,0
57,2,1400,192,1,1152,1,1,0,3,2
78,1,330,89,1,1181,5,0,2,1,0
18,1,600,457,2,1626,0,2,1,1,2
60,2,450,10,1,116,4,2,0,1,2
72,2,850,192,2,1142,1,2,0,2,2
39,2,720,18,1,2173,5,1,1,2,0
18,1,900,455,2,811,0,1,1,1,2
40,2,600,156,1,1706,5,2,0,2,0
58,1,320,455,1,1737,4,2,1,1,2
57,3,2000,192,2,809,1,1,1,3,2
43,2,1040,312,2,347,0,0,1,2,2
75,3,1064,391,1,1719,5,2,1,3,0
27,3,1700,383,1,688,3,1,2,3,2
43,1,300,315,2,2103,5,1,1,1,2
75,1,600,196,2,1056,3,2,1,1,2
36,2,670,299,1,1558,5,0,2,2,0
29,2,615,198,1,1102,2,2,1,2,2
27,1,600,347,1,1296,5,0,1,1,2
20,2,800,196,2,1588,3,1,1,2,2
17,2,700,10,2,238,4,2,1,1,2
14,3,1780,17,2,926,1,1,1,3,2
9,2,700,1,1,1152,1,1,1,2,2
26,1,400,458,1,395,2,1,0,1,0
73,2,850,457,2,745,0,1,1,2,2
13,2,1000,198,2,878,0,1,1,2,2
49,2,600,10,2,1302,3,2,1,1,2
14,2,600,192,2,1494,4,1,1,2,2
33,2,700,457,2,146,1,1,1,2,2
55,2,850,457,2,241,0,1,1,2,0
53,1,350,198,2,669,3,2,1,1,2
57,3,2200,455,1,2127,2,1,1,2,0
75,4,2500,275,1,1000,5,1,1,4,0
7,2,1000,16,2,866,0,1,1,2,2
22,2,905,39,1,1932,5,2,0,2,0
61,2,650,455,1,2199,4,1,1,1,2
43,2,750,407,1,1729,5,2,1,2,0
19,4,3150,410,1,214,0,2,0,4,2
16,2,900,455,2,100,1,2,1,2,2
64,1,600,313,2,1291,1,2,1,1,2
47,4,4000,455,2,1030,0,0,1,5,2
70,2,650,457,2,1243,2,2,1,2,2
54,3,325,14,1,472,2,2,0,3,0
53,2,750,14,2,1035,1,2,1,2,2
69,4,4500,312,1,1099,0,2,0,4,0
39,2,1100,192,2,376,3,2,1,3,2
14,3,1400,313,2,1744,3,1,1,2,2
41,2,690,198,2,1393,3,2,1,2,2
75,2,750,66,1,1083,5,1,1,2,0
73,5,2308,150,1,1710,5,0,2,5,0
53,2,800,196,2,1642,3,1,1,2,2
14,3,1300,202,2,1903,1,1,1,2,2
13,3,1880,90,2,2234,0,1,2,2,2
74,2,1200,200,2,1313,3,1,1,2,2
57,2,900,196,2,1477,1,2,1,2,2
58,3,1000,457,1,1919,4,1,1,2,2
22,1,400,457,2,789,0,1,1,1,2
38,1,150,10,2,1911,0,1,1,1,2
12,1,1000,200,1,1215,3,1,1,1,2
73,3,1320,270,2,323,0,1,1,2,2
35,4,2424,335,1,1717,5,1,1,5,0
70,2,650,201,1,334,5,1,0,2,0
75,3,2000,228,1,711,0,1,0,3,0
78,5,3900,315,1,77,5,0,1,5,0
40,2,1025,267,2,244,0,1,2,2,2
76,3,1000,298,1,1115,5,1,1,3,0
71,2,550,447,1,1367,4,2,0,1,2
79,4,4761,93,2,1056,3,1,2,5,0
25,3,800,455,1,140,4,2,0,1,2
53,1,550,10,2,2050,1,2,1,1,2
43,3,1100,47,1,502,0,1,0,3,2
44,2,1080,16,2,559,0,0,1,2,2
22,2,1000,16,1,753,0,1,0,2,2
50,3,800,455,2,1365,4,2,1,2,2
14,2,1090,198,2,770,3,2,1,2,2
17,1,350,459,1,45,4,1,1,1,2
39,2,1000,318,1,1883,5,1,1,3,0
14,1,510,10,2,1146,1,2,1,1,2
53,3,1600,198,1,1435,3,1,1,3,2
53,1,700,270,2,1811,3,1,1,1,2
59,1,480,397,1,1816,5,0,1,2,0
14,2,130,1,2,1095,3,2,1,2,2
75,1,550,455,2,2105,1,2,1,1,2
22,1,424,275,2,1181,5,1,1,1,2
47,3,1100,401,1,1777,5,1,1,3,0
62,2,850,116,1,1547,5,1,1,2,0
36,2,1100,270,2,306,2,2,1,1,2
74,3,1500,1,2,2026,0,1,1,2,2
29,2,950,455,2,1720,1,2,1,2,2
75,3,1600,200,2,1766,3,0,1,3,2
37,3,1560,18,2,1372,3,1,1,3,2
74,2,939,270,2,1397,1,1,1,2,2
39,1,430,114,1,429,5,0,1,1,0
26,4,3700,158,1,1772,0,1,1,5,0
56,3,1300,459,1,1215,3,1,1,2,2
69,1,400,198,1,1075,2,2,1,1,0
31,1,560,19,1,2138,5,0,1,1,0
7,2,1100,455,2,1026,0,1,1,2,2
6,1,175,455,2,1400,4,2,1,1,2
44,3,1600,271,1,1270,3,1,1,3,2
60,1,250,10,2,1184,4,2,0,1,0
76,3,1771,29,2,652,0,1,1,3,0
63,1,2160,10,2,964,4,1,0,1,2
26,3,1250,198,1,395,2,2,0,2,0
24,4,2000,270,1,42,1,1,0,3,0
33,2,1000,267,2,661,2,0,1,2,2
26,2,807,105,1,164,5,2,0,2,0
27,2,850,198,2,433,0,2,1,2,2
75,1,450,316,1,384,5,1,2,2,0
75,2,1068,10,1,923,1,1,2,2,2
18,1,322,14,1,525,4,2,1,1,0
49,1,500,14,2,1098,3,2,1,1,2
61,2,575,455,1,2056,0,1,0,2,2
7,3,3200,10,2,1926,2,1,1,4,2
74,2,720,411,1,389,5,0,1,2,0
65,3,1400,38,2,166,5,2,1,3,0
16,2,1050,200,1,156,3,1,0,2,2
59,3,1000,157,1,1087,5,0,1,3,0
50,2,84,16,1,1502,2,1,0,2,0
55,1,500,457,2,1630,0,1,1,1,2
22,1,350,270,2,1931,0,2,1,1,2
73,3,2430,313,2,690,0,1,1,3,2
68,2,1000,270,2,1039,2,1,1,2,2
60,3,1200,458,1,122,1,2,0,2,0
75,1,550,200,1,1159,0,1,0,1,0
75,3,1742,232,1,581,3,1,2,3,0
65,2,1100,457,1,1330,4,2,0,1,2
4,3,1000,200,1,231,4,2,0,2,2
39,2,610,460,1,1592,5,1,0,1,2
34,2,1000,25,1,225,5,1,1,2,0
14,1,550,455,2,1056,3,2,1,1,2
50,3,100,16,1,1046,2,0,1,2,2
19,1,500,312,1,413,5,1,0,2,2
16,2,750,312,1,1166,2,2,0,2,2
68,2,1440,14,2,156,3,1,1,2,2
7,2,600,455,2,2086,0,1,1,2,2
5,3,1550,341,1,1132,5,1,1,3,2
46,2,1000,271,2,2083,3,1,1,2,2
64,4,2000,301,1,2079,5,0,1,5,0
35,1,600,10,2,401,0,2,0,1,2
73,3,1600,198,2,2106,0,1,1,2,2
72,2,850,198,1,83,2,2,1,2,0
75,3,1460,357,1,827,0,2,0,3,0
75,2,778,312,2,1849,1,2,1,2,2
29,1,500,14,1,1685,3,2,0,1,2
9,1,650,14,1,1238,1,0,2,2,2
31,2,471,442,1,1712,5,1,0,2,0
62,3,1200,198,1,559,0,1,1,2,2
75,2,751,129,1,1623,5,1,1,2,0
65,2,957,10,1,465,4,0,0,2,2
20,2,1200,455,2,1964,3,1,1,1,2
47,3,1600,200,2,156,3,1,2,3,2
30,3,1250,455,2,1381,4,2,1,2,2
61,2,900,196,2,1304,3,2,1,2,2
65,2,900,455,1,1566,4,2,1,2,2
25,3,1420,447,1,1628,1,1,1,2,2
73,2,700,458,2,1922,2,2,1,2,2
43,3,1200,14,1,1043,1,2,1,3,2
45,1,550,196,2,2032,3,1,1,1,2
8,2,1250,16,2,498,0,1,1,2,2
42,2,760,316,1,1548,5,1,1,2,0
41,3,1500,271,2,228,3,1,1,3,2
76,2,710,43,1,55,5,1,1,2,0
68,3,10,1,1,626,3,0,1,3,2
20,2,1100,455,2,955,3,2,1,2,2
61,1,850,447,1,458,4,2,0,2,2
61,2,1150,267,1,1789,2,2,0,2,0
56,1,200,16,1,1922,2,0,0,1,2
42,2,780,455,1,51,4,2,0,1,2
20,3,1850,356,1,845,0,1,0,3,0
57,2,700,455,2,958,1,0,1,2,2
20,2,450,10,2,1477,1,1,1,1,2
60,1,450,10,1,829,0,1,1,1,2
32,2,1200,192,2,255,3,2,0,2,2
22,3,800,198,1,2200,2,2,0,2,0
18,2,770,416,2,2021,0,0,1,2,2
53,2,750,204,1,1455,5,1,1,2,0
72,2,1100,457,1,933,3,2,1,2,2
46,1,640,371,2,1267,5,0,1,1,2
47,2,800,455,1,325,4,2,0,1,2
57,2,780,196,2,1152,1,1,1,2,2
51,2,800,371,1,388,5,2,1,2,0
31,2,1200,16,2,981,0,1,1,2,2
68,2,750,447,2,1043,1,2,1,2,2
44,3,1062,196,2,1568,1,1,1,2,2
24,2,1230,18,2,1573,3,0,1,2,2
57,2,1100,271,2,1733,3,2,1,2,2
11,1,400,192,2,1386,2,1,1,1,2
31,4,2600,192,1,2065,2,1,1,4,2
26,1,850,14,1,204,4,2,0,1,2
14,2,890,312,1,2205,5,2,1,2,2
31,1,144,447,2,1461,0,1,1,1,2
5,2,600,455,2,196,4,2,1,1,2
59,3,1500,94,1,2160,0,1,0,3,0
47,3,1500,196,1,1270,3,2,1,2,2
77,3,1190,333,1,1067,5,1,1,3,0
8,1,50,313,2,91,3,2,1,1,2
13,2,1000,196,2,1081,1,1,2,2,2
55,3,1300,71,1,1069,5,1,2,3,0
41,2,1000,196,2,1028,3,2,1,2,2
13,2,70,16,2,1821,2,1,1,2,2
31,2,1000,198,2,914,2,1,0,2,0
28,3,2000,1,2,1269,3,2,1,5,2
62,3,1330,284,1,1423,5,1,2,4,0
41,3,450,192,1,599,2,1,0,2,2
31,4,300,14,2,2058,2,2,1,4,2
66,1,625,24,2,456,5,1,1,1,2
20,4,100,14,2,1438,3,2,1,2,2
47,3,170,312,1,415,2,2,1,2,0
14,3,1800,14,2,471,3,0,1,3,2
75,3,1500,381,1,358,5,2,2,3,0
61,1,700,457,1,688,3,2,1,1,2
14,2,800,313,2,1435,3,2,1,2,2
76,3,937,134,1,1710,5,0,2,2,0
77,2,700,455,2,64,1,1,1,2,2
76,2,935,198,2,2189,5,1,1,2,2
22,1,65,270,2,1072,2,2,1,1,2
62,1,300,461,2,1182,5,2,1,2,2
22,1,500,457,1,249,4,1,1,1,2
43,2,800,198,2,715,0,1,1,2,2
69,2,1200,17,1,1101,0,0,0,1,0
18,3,806,198,2,2133,5,1,1,2,2
43,4,2600,471,1,1130,5,2,2,4,0
47,2,800,200,2,835,2,0,1,1,2
27,4,1900,271,2,322,0,2,1,3,2
14,1,120,457,2,523,4,2,1,1,2
63,2,550,16,1,1749,2,1,0,2,0
62,1,70,196,2,453,2,2,1,1,2
68,1,450,201,2,1748,3,2,1,1,2
78,3,1500,152,1,1121,5,2,1,4,0
33,2,1000,10,2,1520,1,1,1,2,2
78,4,2080,287,1,786,5,1,1,5,0
70,2,850,316,1,1548,5,1,0,2,0
50,2,985,261,2,1452,1,2,1,2,2
57,1,500,312,2,884,3,2,1,1,2
20,2,1200,348,2,374,3,2,1,3,2
31,3,1050,270,1,1102,2,0,1,2,0
26,2,1000,150,1,1977,1,1,0,2,2
31,1,400,196,2,2106,0,1,1,1,2
75,3,1940,17,1,769,3,1,0,3,2
73,2,1200,200,2,717,0,1,1,2,2
55,3,1080,350,1,1777,5,2,1,3,0
57,2,750,457,2,1251,1,1,0,2,2
34,1,450,317,1,912,5,2,1,1,0
33,2,1100,196,2,1997,1,0,1,2,2
37,2,900,196,2,124,1,1,1,2,2
62,1,445,14,1,1303,0,1,1,1,0
34,1,300,10,1,431,0,2,0,1,2
27,2,900,313,2,277,2,1,1,2,2
7,2,705,14,1,2035,1,1,1,2,2
57,3,2000,14,2,961,2,1,0,3,0
78,3,2750,353,1,1127,5,2,1,3,0
44,1,270,97,2,1171,5,2,1,1,2
78,2,840,198,2,1438,3,2,1,2,2
71,1,450,196,1,1056,3,1,0,1,2
75,4,4341,428,1,133,0,1,1,4,0
27,2,1180,459,2,322,0,1,2,2,2
59,3,1600,198,1,757,0,1,2,2,0
34,2,1000,192,2,1865,1,0,1,2,2
75,3,1900,10,1,1549,3,1,1,3,2
77,2,500,196,1,561,0,1,1,2,2
28,2,175,14,2,1437,3,1,1,2,2
8,2,700,16,1,1960,1,1,0,2,2
29,1,750,10,2,1186,3,2,1,1,2
8,4,1000,14,2,1353,3,1,1,2,2
76,1,420,349,1,388,5,1,2,2,0
75,3,2500,327,1,785,5,1,0,3,0
61,3,1200,455,2,1804,1,2,1,3,2
63,1,100,267,1,2178,3,1,1,1,2
45,2,900,447,1,186,0,2,1,2,0
75,2,1800,447,2,460,3,1,1,2,2
53,2,1080,10,1,1572,0,1,0,1,2
7,3,1000,13,2,997,2,2,1,2,2
75,3,985,465,1,622,5,2,2,3,0
73,1,600,271,1,1159,0,1,1,1,0
20,2,1200,196,2,181,3,1,1,2,2
34,2,582,350,1,1128,5,0,2,2,2
39,2,700,10,1,420,1,2,0,2,0
